1.0,2.0
1.1,2.0
1.2,5.0
1.3,2.0
1.4,4.0
1.5,4.0
1.6,2.0
1.7,3.0
1.8,3.0
1.9,2.0
2.0,2.0
2.1,5.0
2.2,6.0
2.3,6.0
2.4,3.0
2.5,4.0
2.6,2.0
2.7,1.0
2.8,10.0
2.9,2.0
